replication,method,threshold,update,rollout_cycle,minibatch,population_value,population_rho,sample_rho,chosen_ppo,raw_risk,ppo_risk
0.0,ppo,nan,37.0,5.0,5.0,0.49199235061319935,0.9968050202947898,0.9981542580680715,1.0,nan,nan
0.0,ppo,nan,38.0,5.0,6.0,0.49454164015194424,0.9976940384188885,0.9956636405944645,1.0,nan,nan
0.0,ppo,nan,39.0,5.0,7.0,0.4965267913810176,0.9945043801035172,0.9953304202011095,1.0,nan,nan
0.0,ppo,nan,40.0,5.0,8.0,0.49762431893991577,0.993083726621513,0.9919734841911111,1.0,nan,nan
1.0,raw,nan,0.0,0.0,0.0,0.4381825474072605,1.0,1.0,0.0,nan,nan
1.0,raw,nan,1.0,1.0,1.0,0.4397960632771345,1.0,1.0,0.0,nan,nan
1.0,raw,nan,2.0,1.0,2.0,0.4423738038073789,0.9976481310277491,0.9979800418093618,0.0,nan,nan
1.0,raw,nan,3.0,1.0,3.0,0.44451883644502826,0.9977454406863164,0.9977598787597874,0.0,nan,nan
1.0,raw,nan,4.0,1.0,4.0,0.4469374727492656,0.9964948581534049,0.9974108562588743,0.0,nan,nan
1.0,raw,nan,5.0,1.0,5.0,0.4484140635916759,0.9951864079922795,0.993411452337356,0.0,nan,nan
1.0,raw,nan,6.0,1.0,6.0,0.45033700481776423,0.993239967183184,0.9943952598395003,0.0,nan,nan
1.0,raw,nan,7.0,1.0,7.0,0.45322834631253306,0.994402673108716,0.9939947789996115,0.0,nan,nan
1.0,raw,nan,8.0,1.0,8.0,0.4554881720979236,0.9894067656195172,0.9897446593116676,0.0,nan,nan
1.0,raw,nan,9.0,2.0,1.0,0.4562323074018157,1.0,1.0,0.0,nan,nan
1.0,raw,nan,10.0,2.0,2.0,0.457666489592481,0.9983400012858104,0.9977679874217615,0.0,nan,nan
1.0,raw,nan,11.0,2.0,3.0,0.4596041572108036,0.9985403019934541,0.9982394442599223,0.0,nan,nan
1.0,raw,nan,12.0,2.0,4.0,0.4609157674876606,0.9976737035108121,0.9986725088917412,0.0,nan,nan
1.0,raw,nan,13.0,2.0,5.0,0.4620132942175463,0.9965205117846349,0.9969065414521271,0.0,nan,nan
1.0,raw,nan,14.0,2.0,6.0,0.4634264442075735,0.9938039801274646,0.994989784977544,0.0,nan,nan
1.0,raw,nan,15.0,2.0,7.0,0.46477753164509567,0.9899218522320891,0.9884669719974087,0.0,nan,nan
1.0,raw,nan,16.0,2.0,8.0,0.46744149522399203,0.9916026706072911,0.9924619291743395,0.0,nan,nan
1.0,raw,nan,17.0,3.0,1.0,0.4681536603372364,1.0,1.0,0.0,nan,nan
1.0,raw,nan,18.0,3.0,2.0,0.4696048525986029,0.9957751668785234,0.9966340685701759,0.0,nan,nan
1.0,raw,nan,19.0,3.0,3.0,0.47040260304610954,0.9937139477372585,0.9941189789232577,0.0,nan,nan
1.0,raw,nan,20.0,3.0,4.0,0.47268672551585256,0.9901755916108257,0.9911878004145793,0.0,nan,nan
1.0,raw,nan,21.0,3.0,5.0,0.47437825304187703,0.9919097802340359,0.993733368204389,0.0,nan,nan
1.0,raw,nan,22.0,3.0,6.0,0.47590539879758736,0.9918992443664176,0.9886827557388218,0.0,nan,nan
